University Name,University Code,College Name,College Code,Course Name,Course Duration,Medium,Address,Finance Type,Management Type,Intake Seats,NAAC Grade,NAAC CGPA
KAKATIYA UNIVERSITY,2,"ABV Government Degree College (Autonomous),Jangaon, Dist. Warangal(2023)",2023,"B.A(CBCS) - Mathematics,History, Economics, Psychology(MOOCs),Political Science,Communicative English, Mass Communication & Journalism(MOOCs),Geography(MOOCs),Sociology(MOOCs),Public Administration,Computer Applications,",3 Years,English,Dist. Warangal,Restructured,Government (Autonomous),60,B,2.49
KAKATIYA UNIVERSITY,2,"ABV Government Degree College (Autonomous),Jangaon, Dist. Warangal(2023)",2023,"B.A(CBCS) - History, Economics, Political Science, Computer Applications,Public Administration,",3 Years,Telugu,Dist. Warangal,Restructured,Government (Autonomous),60,B,2.49
KAKATIYA UNIVERSITY,2,"ABV Government Degree College (Autonomous),Jangaon, Dist. Warangal(2023)",2023,B.Com.(Computer Applications),3 Years,English,Dist. Warangal,Restructured,Government (Autonomous),180,B,2.49
KAKATIYA UNIVERSITY,2,"ABV Government Degree College (Autonomous),Jangaon, Dist. Warangal(2023)",2023,"B.Sc. Life Science(CBCS) - Botany, Zoology, Psychology(MOOCs),Chemistry, Computer Science,",3 Years,English,Dist. Warangal,Restructured,Government (Autonomous),60,B,2.49
KAKATIYA UNIVERSITY,2,"ABV Government Degree College (Autonomous),Jangaon, Dist. Warangal(2023)",2023,"B.Sc. Life Science(CBCS) - Botany, Zoology, Chemistry, Computer Science,",3 Years,Telugu,Dist. Warangal,Restructured,Government (Autonomous),0,B,2.49
KAKATIYA UNIVERSITY,2,"ABV Government Degree College (Autonomous),Jangaon, Dist. Warangal(2023)",2023,"B.Sc. Physical Science(CBCS) - Mathematics, Physics, Chemistry, Economics,Computer Science,",3 Years,English,Dist. Warangal,Restructured,Government (Autonomous),60,B,2.49
KAKATIYA UNIVERSITY,2,"Acharya Degree College, Narsampet, Warangal, H. No. 8-8/1, Near Police Station, Ambedkar Centre, Narsampet, Warangal Rural (2276)",2276,"B.A(CBCS) - History, Political Science, Computer Applications,",3 Years,English,"H. No. 8-8/1, Near Police Station, 
Ambedkar Centre, Narsampet, Warangal Rural",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Acharya Degree College, Narsampet, Warangal, H. No. 8-8/1, Near Police Station, Ambedkar Centre, Narsampet, Warangal Rural (2276)",2276,"B.A(CBCS) - History, Economics, Political Science,",3 Years,Telugu,"H. No. 8-8/1, Near Police Station, 
Ambedkar Centre, Narsampet, Warangal Rural",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Acharya Degree College, Narsampet, Warangal, H. No. 8-8/1, Near Police Station, Ambedkar Centre, Narsampet, Warangal Rural (2276)",2276,B.Com.(Computer Applications),3 Years,English,"H. No. 8-8/1, Near Police Station, 
Ambedkar Centre, Narsampet, Warangal Rural",Self-Financed,Private Unaided,120,Not accredited,-
KAKATIYA UNIVERSITY,2,"Acharya Degree College, Narsampet, Warangal, H. No. 8-8/1, Near Police Station, Ambedkar Centre, Narsampet, Warangal Rural (2276)",2276,B.Com.(General),3 Years,English,"H. No. 8-8/1, Near Police Station, 
Ambedkar Centre, Narsampet, Warangal Rural",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Acharya Degree College, Narsampet, Warangal, H. No. 8-8/1, Near Police Station, Ambedkar Centre, Narsampet, Warangal Rural (2276)",2276,"B.Sc. Life Science(CBCS) - Botany, Zoology, Chemistry,",3 Years,English,"H. No. 8-8/1, Near Police Station, 
Ambedkar Centre, Narsampet, Warangal Rural",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Acharya Degree College, Narsampet, Warangal, H. No. 8-8/1, Near Police Station, Ambedkar Centre, Narsampet, Warangal Rural (2276)",2276,"B.Sc. Life Science(CBCS) - Botany, Zoology, Chemistry,",3 Years,Telugu,"H. No. 8-8/1, Near Police Station, 
Ambedkar Centre, Narsampet, Warangal Rural",Self-Financed,Private Unaided,0,Not accredited,-
KAKATIYA UNIVERSITY,2,"Acharya Degree College, Narsampet, Warangal, H. No. 8-8/1, Near Police Station, Ambedkar Centre, Narsampet, Warangal Rural (2276)",2276,"B.Sc. Physical Science(CBCS) - Mathematics, Physics, Chemistry, Computer Science,",3 Years,English,"H. No. 8-8/1, Near Police Station, 
Ambedkar Centre, Narsampet, Warangal Rural",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Agnus Degree College, Jainoor, Adilabad, Jainoor, Adilabad (2621)",2621,"B.A(CBCS) - Economics, Political Science, Public Administration,",3 Years,Telugu,"Jainoor, Adilabad",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Agnus Degree College, Jainoor, Adilabad, Jainoor, Adilabad (2621)",2621,B.Com.(Computer Applications),3 Years,Telugu,"Jainoor, Adilabad",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Agnus Degree College, Jainoor, Adilabad, Jainoor, Adilabad (2621)",2621,"B.Sc. Life Science(CBCS) - Botany, Zoology, Chemistry,",3 Years,Telugu,"Jainoor, Adilabad",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Agnus Degree College, Jainoor, Adilabad, Jainoor, Adilabad (2621)",2621,"B.Sc. Physical Science(CBCS) - Mathematics, Physics, Chemistry,",3 Years,Telugu,"Jainoor, Adilabad",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Ajmera Rekha Syam (ARS) Degree College, Jannaram (M), Mancherial, Ponkal, Jannaram, Mancherial (2537)",2537,"B.A(CBCS) - History, Economics, Political Science,",3 Years,Telugu,"Ponkal, Jannaram, Mancherial",Self-Financed,Private Unaided,120,Not accredited,-
KAKATIYA UNIVERSITY,2,"Ajmera Rekha Syam (ARS) Degree College, Jannaram (M), Mancherial, Ponkal, Jannaram, Mancherial (2537)",2537,B.Com.(Computer Applications),3 Years,English,"Ponkal, Jannaram, Mancherial",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Ajmera Rekha Syam (ARS) Degree College, Jannaram (M), Mancherial, Ponkal, Jannaram, Mancherial (2537)",2537,B.Com.(General),3 Years,Telugu,"Ponkal, Jannaram, Mancherial",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Ajmera Rekha Syam (ARS) Degree College, Jannaram (M), Mancherial, Ponkal, Jannaram, Mancherial (2537)",2537,"B.Sc. Life Science(CBCS) - Botany, Zoology, Chemistry,",3 Years,English,"Ponkal, Jannaram, Mancherial",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Ajmera Rekha Syam (ARS) Degree College, Jannaram (M), Mancherial, Ponkal, Jannaram, Mancherial (2537)",2537,"B.Sc. Physical Science(CBCS) - Mathematics, Physics, Chemistry,",3 Years,English,"Ponkal, Jannaram, Mancherial",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Alluri Institute of Management Sciences, # 23-6-79/5, Hunter Road, Warangal Urban(2087)",2087,BBA(Bachelor of Business Administration),3 Years,English,"# 23-6-79/5, Hunter Road, Warangal Urban",Self-Financed,Private Unaided,0,Not accredited,-
KAKATIYA UNIVERSITY,2,"ASM College for Women, Warangal, Fort Road, Warangal pin 506002(2010)",2010,"B.A(CBCS) - Economics, Political Science, Public Administration,",3 Years,Telugu,"Fort Road, Warangal 
pin 506002",Self-Financed,Private Aided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"ASM College for Women, Warangal, Fort Road, Warangal pin 506002(2010)",2010,B.Com.(Computer Applications),3 Years,English,"Fort Road, Warangal 
pin 506002",Self-Financed,Private Aided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"ASM College for Women, Warangal, Fort Road, Warangal pin 506002(2010)",2010,B.Com.(General),3 Years,Telugu,"Fort Road, Warangal 
pin 506002",Self-Financed,Private Aided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"ASM College for Women, Warangal, Fort Road, Warangal pin 506002(2010)",2010,"B.Sc. Physical Science(CBCS) - Mathematics, Physics, Chemistry,Statistics, Computer Science,",3 Years,English,"Fort Road, Warangal 
pin 506002",Self-Financed,Private Aided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"AURORA DEGREE and PG COLLEGE, HANUMAKONDA, KAKATIYA UNIVERSITY X Road, VIDYARANYAPURI HANUMAKONDA 506009 08703558822 9492925115 9493925115 (2121)",2121,BBA(Bachelor of Business Administration),3 Years,English,"KAKATIYA UNIVERSITY X Road,
VIDYARANYAPURI
HANUMAKONDA
506009
08703558822
9492925115  
9493925115",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"AURORA DEGREE and PG COLLEGE, HANUMAKONDA, KAKATIYA UNIVERSITY X Road, VIDYARANYAPURI HANUMAKONDA 506009 08703558822 9492925115 9493925115 (2121)",2121,B.Com.(Business Analytics),3 Years,English,"KAKATIYA UNIVERSITY X Road,
VIDYARANYAPURI
HANUMAKONDA
506009
08703558822
9492925115  
9493925115",Self-Financed,Private Unaided,0,Not accredited,-
KAKATIYA UNIVERSITY,2,"AURORA DEGREE and PG COLLEGE, HANUMAKONDA, KAKATIYA UNIVERSITY X Road, VIDYARANYAPURI HANUMAKONDA 506009 08703558822 9492925115 9493925115 (2121)",2121,B.Com.(Computer Applications),3 Years,English,"KAKATIYA UNIVERSITY X Road,
VIDYARANYAPURI
HANUMAKONDA
506009
08703558822
9492925115  
9493925115",Self-Financed,Private Unaided,240,Not accredited,-
KAKATIYA UNIVERSITY,2,"AURORA DEGREE and PG COLLEGE, HANUMAKONDA, KAKATIYA UNIVERSITY X Road, VIDYARANYAPURI HANUMAKONDA 506009 08703558822 9492925115 9493925115 (2121)",2121,B.Com.(Computer Applications),3 Years,Telugu,"KAKATIYA UNIVERSITY X Road,
VIDYARANYAPURI
HANUMAKONDA
506009
08703558822
9492925115  
9493925115",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"AURORA DEGREE and PG COLLEGE, HANUMAKONDA, KAKATIYA UNIVERSITY X Road, VIDYARANYAPURI HANUMAKONDA 506009 08703558822 9492925115 9493925115 (2121)",2121,B.Com.(General),3 Years,English,"KAKATIYA UNIVERSITY X Road,
VIDYARANYAPURI
HANUMAKONDA
506009
08703558822
9492925115  
9493925115",Self-Financed,Private Unaided,120,Not accredited,-
KAKATIYA UNIVERSITY,2,"AURORA DEGREE and PG COLLEGE, HANUMAKONDA, KAKATIYA UNIVERSITY X Road, VIDYARANYAPURI HANUMAKONDA 506009 08703558822 9492925115 9493925115 (2121)",2121,"B.Sc. Life Science(CBCS) - Botany, Zoology, Chemistry, Food Science & Quality Control,",3 Years,English,"KAKATIYA UNIVERSITY X Road,
VIDYARANYAPURI
HANUMAKONDA
506009
08703558822
9492925115  
9493925115",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"AURORA DEGREE and PG COLLEGE, HANUMAKONDA, KAKATIYA UNIVERSITY X Road, VIDYARANYAPURI HANUMAKONDA 506009 08703558822 9492925115 9493925115 (2121)",2121,"B.Sc. Physical Science(CBCS) - Mathematics, Physics,Data Science, Statistics, Computer Science,",3 Years,English,"KAKATIYA UNIVERSITY X Road,
VIDYARANYAPURI
HANUMAKONDA
506009
08703558822
9492925115  
9493925115",Self-Financed,Private Unaided,120,Not accredited,-
KAKATIYA UNIVERSITY,2,"AVV Degree College, Svn Road, Warangal, SVN Road, Beside Matwada Police Station, Warangal Urban (2073)",2073,"B.A(CBCS) - History, Economics, Political Science,",3 Years,English,"SVN Road, 
Beside Matwada Police Station, 
Warangal Urban",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"AVV Degree College, Svn Road, Warangal, SVN Road, Beside Matwada Police Station, Warangal Urban (2073)",2073,BBA(Bachelor of Business Administration),3 Years,English,"SVN Road, 
Beside Matwada Police Station, 
Warangal Urban",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"AVV Degree College, Svn Road, Warangal, SVN Road, Beside Matwada Police Station, Warangal Urban (2073)",2073,B.Com.(Computer Applications),3 Years,English,"SVN Road, 
Beside Matwada Police Station, 
Warangal Urban",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"AVV Degree College, Svn Road, Warangal, SVN Road, Beside Matwada Police Station, Warangal Urban (2073)",2073,B.Com.(General),3 Years,English,"SVN Road, 
Beside Matwada Police Station, 
Warangal Urban",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"AVV Degree College, Svn Road, Warangal, SVN Road, Beside Matwada Police Station, Warangal Urban (2073)",2073,"B.Sc. Life Science(CBCS) - Botany, Zoology, Chemistry,",3 Years,English,"SVN Road, 
Beside Matwada Police Station, 
Warangal Urban",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"AVV Degree College, Svn Road, Warangal, SVN Road, Beside Matwada Police Station, Warangal Urban (2073)",2073,"B.Sc. Physical Science(CBCS) - Mathematics, Physics, Computer Science,",3 Years,English,"SVN Road, 
Beside Matwada Police Station, 
Warangal Urban",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"AVV Degree College, Svn Road, Warangal, SVN Road, Beside Matwada Police Station, Warangal Urban (2073)",2073,B.Vocational(Accounting & Taxation),3 Years,English,"SVN Road, 
Beside Matwada Police Station, 
Warangal Urban",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"AVV Degree College, Svn Road, Warangal, SVN Road, Beside Matwada Police Station, Warangal Urban (2073)",2073,B.Vocational(Entrepreneurship Development),3 Years/ 4 Years,English,"SVN Road, 
Beside Matwada Police Station, 
Warangal Urban",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Azmeera Rekha Syam (ARS) Degree College, Khanapur, Adilabad, Padmavathi Nagar, Khanapur, Adilabad (2613)",2613,"B.A(CBCS) - History, Economics, Political Science,",3 Years,Telugu,"Padmavathi Nagar, 
Khanapur, Adilabad",Self-Financed,Private Unaided,0,Not accredited,-
KAKATIYA UNIVERSITY,2,"Azmeera Rekha Syam (ARS) Degree College, Khanapur, Adilabad, Padmavathi Nagar, Khanapur, Adilabad (2613)",2613,B.Com.(Computer Applications),3 Years,English,"Padmavathi Nagar, 
Khanapur, Adilabad",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Azmeera Rekha Syam (ARS) Degree College, Khanapur, Adilabad, Padmavathi Nagar, Khanapur, Adilabad (2613)",2613,"B.Sc. Life Science(CBCS) - Botany, Zoology, Computer Science,",3 Years,English,"Padmavathi Nagar, 
Khanapur, Adilabad",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Azmeera Rekha Syam (ARS) Degree College, Khanapur, Adilabad, Padmavathi Nagar, Khanapur, Adilabad (2613)",2613,"B.Sc. Life Science(CBCS) - Botany, Zoology, Chemistry,",3 Years,Telugu,"Padmavathi Nagar, 
Khanapur, Adilabad",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Azmeera Rekha Syam (ARS) Degree College, Khanapur, Adilabad, Padmavathi Nagar, Khanapur, Adilabad (2613)",2613,"B.Sc. Physical Science(CBCS) - Mathematics, Physics, Chemistry, Computer Science,",3 Years,English,"Padmavathi Nagar, 
Khanapur, Adilabad",Self-Financed,Private Unaided,120,Not accredited,-
KAKATIYA UNIVERSITY,2,"Azmeera Rekha Syam (ARS) Degree College, Khanapur, Adilabad, Padmavathi Nagar, Khanapur, Adilabad (2613)",2613,"B.Sc. Physical Science(CBCS) - Mathematics, Physics, Chemistry,",3 Years,Telugu,"Padmavathi Nagar, 
Khanapur, Adilabad",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Azmeera Rekha Syam (ARS) Degree College, Utnoor, Adilabad, H. No. 1-39/1, IB Utnoor, Adilabad (2615)",2615,"B.A(CBCS) - History, Economics, Political Science,",3 Years,English,"H. No. 1-39/1, 
IB Utnoor, Adilabad",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Azmeera Rekha Syam (ARS) Degree College, Utnoor, Adilabad, H. No. 1-39/1, IB Utnoor, Adilabad (2615)",2615,"B.A(CBCS) - History, Economics, Political Science,",3 Years,Telugu,"H. No. 1-39/1, 
IB Utnoor, Adilabad",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Azmeera Rekha Syam (ARS) Degree College, Utnoor, Adilabad, H. No. 1-39/1, IB Utnoor, Adilabad (2615)",2615,"B.A(CBCS) - History, Economics, Political Science,",3 Years,Urdu,"H. No. 1-39/1, 
IB Utnoor, Adilabad",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Azmeera Rekha Syam (ARS) Degree College, Utnoor, Adilabad, H. No. 1-39/1, IB Utnoor, Adilabad (2615)",2615,B.Com.(General),3 Years,English,"H. No. 1-39/1, 
IB Utnoor, Adilabad",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Azmeera Rekha Syam (ARS) Degree College, Utnoor, Adilabad, H. No. 1-39/1, IB Utnoor, Adilabad (2615)",2615,"B.Sc. Life Science(CBCS) - Botany, Zoology, Chemistry,",3 Years,English,"H. No. 1-39/1, 
IB Utnoor, Adilabad",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Azmeera Rekha Syam (ARS) Degree College, Utnoor, Adilabad, H. No. 1-39/1, IB Utnoor, Adilabad (2615)",2615,"B.Sc. Life Science(CBCS) - Botany, Zoology, Chemistry,",3 Years,Telugu,"H. No. 1-39/1, 
IB Utnoor, Adilabad",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Azmeera Rekha Syam (ARS) Degree College, Utnoor, Adilabad, H. No. 1-39/1, IB Utnoor, Adilabad (2615)",2615,"B.Sc. Physical Science(CBCS) - Mathematics, Physics, Chemistry,",3 Years,English,"H. No. 1-39/1, 
IB Utnoor, Adilabad",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Balaji Mahila Degree College, Narsampet, Warangal, Narsampet, Warangal. PIN : 506132.(2484)",2484,"B.A(CBCS) - History, Economics, Political Science,",3 Years,Telugu,"Narsampet,
Warangal.
PIN : 506132.",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Balaji Mahila Degree College, Narsampet, Warangal, Narsampet, Warangal. PIN : 506132.(2484)",2484,B.Com.(Computer Applications),3 Years,English,"Narsampet,
Warangal.
PIN : 506132.",Self-Financed,Private Unaided,120,Not accredited,-
KAKATIYA UNIVERSITY,2,"Balaji Mahila Degree College, Narsampet, Warangal, Narsampet, Warangal. PIN : 506132.(2484)",2484,B.Com.(General),3 Years,English,"Narsampet,
Warangal.
PIN : 506132.",Self-Financed,Private Unaided,0,Not accredited,-
KAKATIYA UNIVERSITY,2,"Balaji Mahila Degree College, Narsampet, Warangal, Narsampet, Warangal. PIN : 506132.(2484)",2484,"B.Sc. Life Science(CBCS) - Botany, Zoology, Geology,Chemistry, Computer Science,",3 Years,English,"Narsampet,
Warangal.
PIN : 506132.",Self-Financed,Private Unaided,240,Not accredited,-
KAKATIYA UNIVERSITY,2,"Balaji Mahila Degree College, Narsampet, Warangal, Narsampet, Warangal. PIN : 506132.(2484)",2484,"B.Sc. Physical Science(CBCS) - Mathematics, Physics, Chemistry,Geology, Computer Science,",3 Years,English,"Narsampet,
Warangal.
PIN : 506132.",Self-Financed,Private Unaided,120,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bhadradri Degree College, Cherla, Khammam, H. No. 4-152/10, Cherla, Bhadradri Kothagudem (2169)",2169,"B.A(CBCS) - History, Economics, Political Science, Computer Applications,",3 Years,Telugu,"H. No. 4-152/10, 
Cherla, Bhadradri Kothagudem",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bhadradri Degree College, Cherla, Khammam, H. No. 4-152/10, Cherla, Bhadradri Kothagudem (2169)",2169,B.Com.(Computer Applications),3 Years,Telugu,"H. No. 4-152/10, 
Cherla, Bhadradri Kothagudem",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bhadradri Degree College, Cherla, Khammam, H. No. 4-152/10, Cherla, Bhadradri Kothagudem (2169)",2169,"B.Sc. Life Science(CBCS) - Botany, Zoology, Chemistry,",3 Years,Telugu,"H. No. 4-152/10, 
Cherla, Bhadradri Kothagudem",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bhadradri Degree College, Cherla, Khammam, H. No. 4-152/10, Cherla, Bhadradri Kothagudem (2169)",2169,"B.Sc. Physical Science(CBCS) - Mathematics, Physics, Computer Science,",3 Years,English,"H. No. 4-152/10, 
Cherla, Bhadradri Kothagudem",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bhadradri Degree College, Cherla, Khammam, H. No. 4-152/10, Cherla, Bhadradri Kothagudem (2169)",2169,"B.Sc. Physical Science(CBCS) - Mathematics, Physics, Chemistry,",3 Years,Telugu,"H. No. 4-152/10, 
Cherla, Bhadradri Kothagudem",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bhadruka Degree College, Duggondi, Warangal, H. No. 5-108, Thogarrai, Girnibawi, Duggondi, Warangal Rural (2580)",2580,"B.A(CBCS) - History, Economics, Political Science,",3 Years,Telugu,"H. No. 5-108, 
Thogarrai, Girnibawi, 
Duggondi, Warangal Rural",Self-Financed,Private Unaided,0,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bhadruka Degree College, Duggondi, Warangal, H. No. 5-108, Thogarrai, Girnibawi, Duggondi, Warangal Rural (2580)",2580,B.Com.(Computer Applications),3 Years,English,"H. No. 5-108, 
Thogarrai, Girnibawi, 
Duggondi, Warangal Rural",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bhadruka Degree College, Duggondi, Warangal, H. No. 5-108, Thogarrai, Girnibawi, Duggondi, Warangal Rural (2580)",2580,"B.Sc. Life Science(CBCS) - Botany, Zoology, Geology,Chemistry,",3 Years,English,"H. No. 5-108, 
Thogarrai, Girnibawi, 
Duggondi, Warangal Rural",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bhadruka Degree College, Duggondi, Warangal, H. No. 5-108, Thogarrai, Girnibawi, Duggondi, Warangal Rural (2580)",2580,"B.Sc. Physical Science(CBCS) - Mathematics, Physics, Computer Science,",3 Years,English,"H. No. 5-108, 
Thogarrai, Girnibawi, 
Duggondi, Warangal Rural",Self-Financed,Private Unaided,0,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bharathi Degree College, Warangal, Vasavi Colony, Kothawada, Warangal Urban (2193)",2193,BBA(Bachelor of Business Administration),3 Years,English,"Vasavi Colony, Kothawada, 
Warangal Urban",Self-Financed,Private Unaided,120,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bharathi Degree College, Warangal, Vasavi Colony, Kothawada, Warangal Urban (2193)",2193,BCA(Bachelor of Computer Applications),3 Years,English,"Vasavi Colony, Kothawada, 
Warangal Urban",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bharathi Degree College, Warangal, Vasavi Colony, Kothawada, Warangal Urban (2193)",2193,B.Com.(Computer Applications),3 Years,English,"Vasavi Colony, Kothawada, 
Warangal Urban",Self-Financed,Private Unaided,180,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bharathi Degree College, Warangal, Vasavi Colony, Kothawada, Warangal Urban (2193)",2193,B.Com.(General),3 Years,English,"Vasavi Colony, Kothawada, 
Warangal Urban",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bharathi Degree College, Warangal, Vasavi Colony, Kothawada, Warangal Urban (2193)",2193,"B.Sc. Physical Science(CBCS) - Mathematics, Physics,Data Science, Statistics, Computer Science,",3 Years,English,"Vasavi Colony, Kothawada, 
Warangal Urban",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bharathi Degree & PG College, Wardhannapet, Warangal, H. No. 3-107-1/B, Near Bus Stand, Wardhannapet, Warangal Rural (2277)",2277,"B.A(CBCS) - History, Economics, Political Science, Public Administration,Computer Applications,",3 Years,English,"H. No. 3-107-1/B, 
Near Bus Stand, 
Wardhannapet, Warangal Rural",Self-Financed,Private Unaided,120,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bharathi Degree & PG College, Wardhannapet, Warangal, H. No. 3-107-1/B, Near Bus Stand, Wardhannapet, Warangal Rural (2277)",2277,"B.A(CBCS) - Telugu ML,Economics, Political Science,",3 Years,Telugu,"H. No. 3-107-1/B, 
Near Bus Stand, 
Wardhannapet, Warangal Rural",Self-Financed,Private Unaided,0,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bharathi Degree & PG College, Wardhannapet, Warangal, H. No. 3-107-1/B, Near Bus Stand, Wardhannapet, Warangal Rural (2277)",2277,B.Com.(Computer Applications),3 Years,English,"H. No. 3-107-1/B, 
Near Bus Stand, 
Wardhannapet, Warangal Rural",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bharathi Degree & PG College, Wardhannapet, Warangal, H. No. 3-107-1/B, Near Bus Stand, Wardhannapet, Warangal Rural (2277)",2277,B.Com.(Computer Applications),3 Years,Telugu,"H. No. 3-107-1/B, 
Near Bus Stand, 
Wardhannapet, Warangal Rural",Self-Financed,Private Unaided,0,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bharathi Degree & PG College, Wardhannapet, Warangal, H. No. 3-107-1/B, Near Bus Stand, Wardhannapet, Warangal Rural (2277)",2277,B.Com.(General),3 Years,Telugu,"H. No. 3-107-1/B, 
Near Bus Stand, 
Wardhannapet, Warangal Rural",Self-Financed,Private Unaided,0,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bharathi Degree & PG College, Wardhannapet, Warangal, H. No. 3-107-1/B, Near Bus Stand, Wardhannapet, Warangal Rural (2277)",2277,"B.Sc. Life Science(CBCS) - Botany, Zoology, Chemistry,",3 Years,English,"H. No. 3-107-1/B, 
Near Bus Stand, 
Wardhannapet, Warangal Rural",Self-Financed,Private Unaided,60,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bharathi Degree & PG College, Wardhannapet, Warangal, H. No. 3-107-1/B, Near Bus Stand, Wardhannapet, Warangal Rural (2277)",2277,"B.Sc. Life Science(CBCS) - Botany, Zoology, Chemistry,",3 Years,Telugu,"H. No. 3-107-1/B, 
Near Bus Stand, 
Wardhannapet, Warangal Rural",Self-Financed,Private Unaided,0,Not accredited,-
KAKATIYA UNIVERSITY,2,"Bharathi Degree & PG College, Wardhannapet, Warangal, H. No. 3-107-1/B, Near Bus Stand, Wardhannapet, Warangal Rural (2277)",2277,"B.Sc. Physical Science(CBCS) - Mathematics, Physics, Chemistry, Computer Science,",3 Years,English,"H. No. 3-107-1/B, 
Near Bus Stand, 
Wardhannapet, Warangal Rural",Self-Financed,Private Unaided,60,Not accredited,-
